;group;user;task_id;puzzle_difficulty;avg_complete_time;cum_this_puzzle_attempt;completed;timestamp;active_time;n_events;n_events_percentile1;n_events_percentile2;n_events_percentile3;n_check_solution;n_breaks;n_snapshot;n_rotate_view;n_manipulation_events;time_failed_submission_exit;avg_time_between_submissions
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~2. Separated Boxes~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;2. Separated Boxes;0.111127;1.69;1;1.0;2019-10-23 13:08:28.963857-04:00;75.52;73.0;24.0;65.0;72.0;3.0;0.0;0.0;0.0;13.0;NA;24.07
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~3. Rotate a Pyramid~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;3. Rotate a Pyramid;0.083447;1.62;1;1.0;2019-10-23 13:09:44.166349-04:00;74.25;45.0;15.0;27.0;44.0;3.0;0.0;0.0;0.0;26.0;NA;23.54
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~4. Match Silhouettes~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;4. Match Silhouettes;0.061887;2.13;1;1.0;2019-10-23 13:10:59.605034-04:00;111.55;61.0;18.0;48.0;60.0;2.0;1.0;0.0;0.0;18.0;NA;40.52
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~5. Removing Objects~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;5. Removing Objects;0.106021;2.89;1;1.0;2019-10-23 13:12:49.950186-04:00;108.91;31.0;16.0;25.0;30.0;2.0;0.0;0.0;0.0;13.0;NA;52.55
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~6. Stretch a Ramp~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;6. Stretch a Ramp;0.107035;2.43;1;1.0;2019-10-23 13:14:40.452323-04:00;26.93;11.0;13.0;10.0;10.0;1.0;0.0;0.0;0.0;3.0;NA;21.69
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~7. Max 2 Boxes~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;7. Max 2 Boxes;0.078039;1.63;1;1.0;2019-10-23 13:15:06.817523-04:00;200.17;118.0;17.0;34.0;48.0;1.0;0.0;0.0;13.0;45.0;NA;193.88
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~8. Combine 2 Ramps~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;8. Combine 2 Ramps;0.068608;2.02;1;1.0;2019-10-23 13:18:26.669008-04:00;187.24;103.0;17.0;35.0;53.0;2.0;0.0;0.0;2.0;51.0;NA;90.63
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~9. Scaling Round Objects~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;9. Scaling Round Objects;0.128647;2.57;1;1.0;2019-10-23 13:21:33.585786-04:00;165.35;116.0;22.0;44.0;71.0;3.0;0.0;0.0;9.0;35.0;NA;53.46
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~Square Cross-Sections~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;Square Cross-Sections;0.199714;3.2;1;1.0;2019-10-23 13:24:19.172193-04:00;159.14;128.0;36.0;74.0;118.0;2.0;0.0;0.0;3.0;51.0;NA;77.09
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~Bird Fez~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;Bird Fez;0.156674;3.63;1;1.0;2019-10-23 13:26:57.798434-04:00;251.01;72.0;16.0;44.0;59.0;4.0;3.0;0.0;8.0;21.0;NA;55.26
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~Pi Henge~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;Pi Henge;0.067346;2.22;1;1.0;2019-10-23 13:31:10.213589-04:00;58.07;33.0;19.0;32.0;32.0;1.0;1.0;0.0;1.0;9.0;NA;53.97
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~45-Degree Rotations~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;45-Degree Rotations;0.096715;2.74;1;1.0;2019-10-23 13:33:26.236070-04:00;172.28;95.0;18.0;43.0;67.0;2.0;0.0;0.0;2.0;51.0;NA;83.39
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~Pyramids are Strange~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;Pyramids are Strange;0.1796;4.0;1;1.0;2019-10-23 13:36:17.377355-04:00;317.41;159.0;55.0;88.0;113.0;7.0;2.0;1.0;12.0;57.0;NA;43.65
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~Boxes Obscure Spheres~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;Boxes Obscure Spheres;0.266198;4.97;1;1.0;2019-10-23 13:41:40.134362-04:00;180.74;78.0;16.0;60.0;77.0;2.0;3.0;0.0;16.0;20.0;NA;83.4
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~Object Limits~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;Object Limits;0.257177;2.71;1;1.0;2019-10-23 13:44:36.487577-04:00;72.66;24.0;16.0;23.0;23.0;2.0;0.0;0.0;0.0;10.0;NA;33.96
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~Warm Up~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;Warm Up;0.183971;0.93;1;1.0;2019-10-23 13:46:50.882666-04:00;43.34;27.0;11.0;24.0;26.0;1.0;1.0;0.0;2.0;8.0;NA;37.05
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~Angled Silhouette~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;Angled Silhouette;0.147673;2.21;1;1.0;2019-10-23 13:47:37.615663-04:00;111.6;80.0;24.0;56.0;77.0;2.0;0.0;0.0;11.0;23.0;NA;51.74
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~Sugar Cones~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;Sugar Cones;0.085909;1.44;1;1.0;2019-10-23 13:49:30.965148-04:00;38.5;33.0;24.0;32.0;32.0;1.0;0.0;0.0;0.0;11.0;NA;30.69
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~Stranger Shapes~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;Stranger Shapes;0.283971;4.31;1;1.0;2019-10-23 13:50:07.818564-04:00;470.4;210.0;42.0;44.0;79.0;9.0;3.0;11.0;20.0;74.0;NA;51.02
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~Tall and Small~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;Tall and Small;0.266869;4.44;1;1.0;2019-10-25 09:05:19.876014-04:00;143.24;69.0;3.0;21.0;49.0;4.0;2.0;8.0;3.0;22.0;NA;58.99
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~Ramp Up and Can It~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;Ramp Up and Can It;0.206271;2.7;1;1.0;2019-10-25 09:09:19.225764-04:00;28.07;11.0;4.0;4.0;4.0;1.0;1.0;0.0;0.0;2.0;NA;480.28
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~More Than Meets Your Eye~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;More Than Meets Your Eye;0.192319;4.66;1;1.0;2019-10-25 09:17:25.291260-04:00;149.84;109.0;62.0;105.0;108.0;2.0;1.0;2.0;10.0;42.0;NA;72.48
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~Not Bird~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;Not Bird;0.260197;3.92;1;1.0;2019-10-25 09:19:54.774919-04:00;78.12;43.0;40.0;42.0;42.0;1.0;0.0;3.0;10.0;10.0;NA;67.98
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~Unnecessary~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;Unnecessary;0.76;10.0;1;1.0;2019-10-25 09:22:29.197841-04:00;133.94;33.0;35.0;32.0;32.0;1.0;3.0;2.0;3.0;9.0;NA;87.52
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~Zzz~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;Zzz;0.234035;2.82;1;1.0;2019-10-25 09:24:45.351724-04:00;72.26;43.0;27.0;42.0;42.0;1.0;0.0;3.0;1.0;22.0;NA;67.18
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~Bear Market~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;Bear Market;1.0;20.76;1;1.0;2019-10-25 09:27:09.763958-04:00;1438.27;1014.0;235.0;453.0;689.0;5.0;3.0;84.0;315.0;267.0;NA;282.97
e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960~Orange Dance~1;e6af7d42084352a39449e6d0a09b18cd;6ee4b916ed4b2366f0c521b3379f7960;Orange Dance;0.647731;14.06;1;0.0;2019-10-25 09:51:33.313207-04:00;30.72;4.0;6.0;3.0;3.0;0.0;1.0;0.0;0.0;0.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~1. One Box~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;1. One Box;2e-06;1.09;1;1.0;2019-10-23 13:08:16.181953-04:00;21.94;8.0;10.0;7.0;7.0;1.0;0.0;0.0;0.0;1.0;NA;13.44
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~2. Separated Boxes~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;2. Separated Boxes;0.111127;1.69;1;1.0;2019-10-23 13:08:33.738857-04:00;71.45;15.0;10.0;14.0;14.0;2.0;1.0;0.0;0.0;3.0;NA;21.25
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~3. Rotate a Pyramid~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;3. Rotate a Pyramid;0.083447;1.62;1;1.0;2019-10-23 13:09:44.834887-04:00;29.26;16.0;15.0;15.0;15.0;1.0;0.0;0.0;0.0;6.0;NA;25.92
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~4. Match Silhouettes~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;4. Match Silhouettes;0.061887;2.13;1;1.0;2019-10-23 13:10:14.138792-04:00;158.22;48.0;8.0;12.0;28.0;4.0;1.0;0.0;0.0;12.0;NA;38.19
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~5. Removing Objects~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;5. Removing Objects;0.106021;2.89;1;1.0;2019-10-23 13:12:53.532236-04:00;83.77;19.0;14.0;18.0;18.0;1.0;2.0;0.0;0.0;4.0;NA;63.33
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~6. Stretch a Ramp~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;6. Stretch a Ramp;0.107035;2.43;1;1.0;2019-10-23 13:14:16.354840-04:00;58.39;35.0;24.0;34.0;34.0;1.0;0.0;0.0;0.0;11.0;NA;54.08
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~7. Max 2 Boxes~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;7. Max 2 Boxes;0.078039;1.63;1;1.0;2019-10-23 13:15:21.083343-04:00;151.0;51.0;8.0;22.0;28.0;2.0;1.0;0.0;5.0;23.0;NA;69.45
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~8. Combine 2 Ramps~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;8. Combine 2 Ramps;0.068608;2.02;1;1.0;2019-10-23 13:17:45.793128-04:00;163.38;50.0;17.0;23.0;29.0;1.0;1.0;0.0;7.0;18.0;NA;157.22
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~9. Scaling Round Objects~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;9. Scaling Round Objects;0.128647;2.57;1;1.0;2019-10-23 13:20:29.202845-04:00;105.36;46.0;18.0;39.0;45.0;1.0;0.0;0.0;2.0;14.0;NA;92.76
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Square Cross-Sections~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Square Cross-Sections;0.199714;3.2;1;1.0;2019-10-23 13:22:17.737744-04:00;108.16;49.0;3.0;14.0;30.0;1.0;2.0;0.0;17.0;9.0;NA;170.23
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Bird Fez~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Bird Fez;0.156674;3.63;1;1.0;2019-10-23 13:25:11.602796-04:00;196.77;76.0;3.0;19.0;39.0;3.0;2.0;0.0;16.0;20.0;NA;119.22
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Pi Henge~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Pi Henge;0.067346;2.22;1;1.0;2019-10-23 13:31:14.016683-04:00;132.14;61.0;18.0;30.0;47.0;2.0;0.0;0.0;3.0;31.0;NA;63.77
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~45-Degree Rotations~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;45-Degree Rotations;0.096715;2.74;1;1.0;2019-10-23 13:37:26.643903-04:00;98.36;65.0;56.0;64.0;64.0;2.0;1.0;0.0;0.0;36.0;NA;18.56
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Pyramids are Strange~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Pyramids are Strange;0.1796;4.0;1;1.0;2019-10-23 13:38:07.297269-04:00;52.65;27.0;29.0;26.0;26.0;1.0;0.0;0.0;1.0;11.0;NA;48.7
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Boxes Obscure Spheres~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Boxes Obscure Spheres;0.266198;4.97;1;0.0;2019-10-23 13:39:00.473147-04:00;173.26;22.0;14.0;19.0;21.0;1.0;5.0;0.0;4.0;4.0;79.49;81.45
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Object Limits~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Object Limits;0.257177;2.71;1;1.0;2019-10-23 13:43:13.267982-04:00;152.2;45.0;16.0;27.0;39.0;3.0;1.0;0.0;5.0;8.0;NA;49.27
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Boxes Obscure Spheres~2;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Boxes Obscure Spheres;0.266198;4.97;2;1.0;2019-10-23 13:45:45.133123-04:00;71.59;31.0;33.0;30.0;30.0;1.0;0.0;0.0;7.0;12.0;NA;67.51
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Warm Up~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Warm Up;0.183971;0.93;1;1.0;2019-10-23 13:46:56.653813-04:00;29.22;14.0;11.0;13.0;13.0;1.0;0.0;0.0;0.0;4.0;NA;25.98
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Angled Silhouette~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Angled Silhouette;0.147673;2.21;1;1.0;2019-10-23 13:47:25.823716-04:00;128.06;46.0;11.0;22.0;30.0;2.0;2.0;0.0;3.0;21.0;NA;62.05
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Square Cross-Sections~2;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Square Cross-Sections;0.199714;3.2;2;0.0;2019-10-23 13:49:33.454669-04:00;7.82;4.0;6.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Sugar Cones~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Sugar Cones;0.085909;1.44;1;1.0;2019-10-23 13:49:49.980270-04:00;40.64;20.0;19.0;19.0;19.0;1.0;0.0;0.0;0.0;7.0;NA;28.87
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Stranger Shapes~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Stranger Shapes;0.283971;4.31;1;0.0;2019-10-23 13:50:22.332278-04:00;272.08;92.0;27.0;55.0;76.0;6.0;1.0;0.0;7.0;30.0;187.65;33.2
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Tall and Small~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Tall and Small;0.266869;4.44;1;1.0;2019-10-23 13:54:55.268994-04:00;167.92;58.0;28.0;47.0;57.0;5.0;0.0;0.0;12.0;21.0;NA;32.56
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Ramp Up and Can It~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Ramp Up and Can It;0.206271;2.7;1;0.0;2019-10-23 13:57:42.996773-04:00;51.22;29.0;29.0;28.0;28.0;1.0;0.0;0.0;0.0;14.0;3.57;44.93
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Stranger Shapes~2;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Stranger Shapes;0.283971;4.31;2;1.0;2019-10-25 09:03:31.749859-04:00;98.13;42.0;34.0;41.0;41.0;1.0;2.0;3.0;4.0;9.0;NA;92.42
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Ramp Up and Can It~2;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Ramp Up and Can It;0.206271;2.7;2;0.0;2019-10-25 09:05:12.846181-04:00;52.04;13.0;14.0;12.0;12.0;0.0;1.0;0.0;1.0;3.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~More Than Meets Your Eye~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;More Than Meets Your Eye;0.192319;4.66;1;1.0;2019-10-25 09:06:02.874699-04:00;384.65;205.0;39.0;69.0;103.0;2.0;0.0;0.0;9.0;114.0;NA;185.82
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Not Bird~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Not Bird;0.260197;3.92;1;0.0;2019-10-25 09:12:29.340472-04:00;224.24;79.0;29.0;51.0;70.0;0.0;2.0;1.0;29.0;18.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Tall and Small~2;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Tall and Small;0.266869;4.44;2;0.0;2019-10-25 09:16:23.048802-04:00;16.79;4.0;6.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Tall and Small~3;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Tall and Small;0.266869;4.44;3;0.0;2019-10-25 09:16:28.450284-04:00;10.02;4.0;6.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Ramp Up and Can It~3;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Ramp Up and Can It;0.206271;2.7;3;0.0;2019-10-25 09:17:19.651693-04:00;70.1;4.0;6.0;3.0;3.0;0.0;2.0;0.0;0.0;0.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Not Bird~2;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Not Bird;0.260197;3.92;2;1.0;2019-10-25 09:20:04.481030-04:00;27.88;19.0;6.0;16.0;18.0;1.0;2.0;0.0;0.0;6.0;NA;119.28
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Unnecessary~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Unnecessary;0.76;10.0;1;1.0;2019-10-25 09:22:07.773739-04:00;95.23;30.0;32.0;29.0;29.0;2.0;0.0;0.0;6.0;11.0;NA;45.23
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Zzz~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Zzz;0.234035;2.82;1;0.0;2019-10-25 09:23:42.684640-04:00;20.3;5.0;7.0;4.0;4.0;0.0;0.0;0.0;1.0;0.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Ramp Up and Can It~4;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Ramp Up and Can It;0.206271;2.7;4;1.0;2019-10-25 09:24:07.797126-04:00;32.39;11.0;13.0;10.0;10.0;1.0;0.0;1.0;0.0;2.0;NA;21.88
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Zzz~2;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Zzz;0.234035;2.82;2;1.0;2019-10-25 09:24:35.768630-04:00;151.32;81.0;17.0;36.0;65.0;2.0;0.0;0.0;11.0;36.0;NA;72.83
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Bull Market~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Bull Market;0.358579;7.9;1;1.0;2019-10-25 09:27:06.023592-04:00;198.69;94.0;62.0;93.0;93.0;3.0;0.0;0.0;35.0;23.0;NA;64.39
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Few Clues~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Few Clues;0.324041;5.26;1;1.0;2019-10-25 09:30:25.030363-04:00;265.14;133.0;47.0;79.0;82.0;3.0;1.0;2.0;19.0;51.0;NA;242.39
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Bear Market~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Bear Market;1.0;20.76;1;0.0;2019-10-25 09:42:38.114822-04:00;6.78;4.0;6.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b~Orange Dance~1;e6af7d42084352a39449e6d0a09b18cd;7a2c3ba5b630c18ff35177361c93141b;Orange Dance;0.647731;14.06;1;0.0;2019-10-25 09:42:42.990425-04:00;101.43;33.0;35.0;32.0;32.0;0.0;1.0;0.0;3.0;12.0;NA;NA
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~1. One Box~1;8cbfa61cb2b025b16b04a8e470422960;4cac6d6f0016fa63c459c4e9d0aa16b1;1. One Box;2e-06;1.09;1;1.0;2019-10-23 13:08:36.342554-04:00;65.54;14.0;7.0;9.0;13.0;1.0;0.0;2.0;3.0;1.0;NA;47.74
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~2. Separated Boxes~1;8cbfa61cb2b025b16b04a8e470422960;4cac6d6f0016fa63c459c4e9d0aa16b1;2. Separated Boxes;0.111127;1.69;1;1.0;2019-10-23 13:09:33.166296-04:00;194.23;66.0;12.0;17.0;27.0;4.0;1.0;0.0;0.0;42.0;NA;46.54
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~2. Separated Boxes~2;8cbfa61cb2b025b16b04a8e470422960;4cac6d6f0016fa63c459c4e9d0aa16b1;2. Separated Boxes;0.111127;1.69;2;1.0;2019-10-23 13:12:52.312612-04:00;34.02;11.0;11.0;10.0;10.0;1.0;0.0;0.0;0.0;3.0;NA;23.21
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~3. Rotate a Pyramid~1;8cbfa61cb2b025b16b04a8e470422960;4cac6d6f0016fa63c459c4e9d0aa16b1;3. Rotate a Pyramid;0.083447;1.62;1;1.0;2019-10-23 13:13:20.704757-04:00;57.29;10.0;6.0;7.0;9.0;1.0;1.0;0.0;0.0;2.0;NA;53.59
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~4. Match Silhouettes~1;8cbfa61cb2b025b16b04a8e470422960;4cac6d6f0016fa63c459c4e9d0aa16b1;4. Match Silhouettes;0.061887;2.13;1;1.0;2019-10-23 13:14:18.763399-04:00;79.46;33.0;12.0;12.0;16.0;1.0;1.0;3.0;10.0;7.0;NA;138.46
